"Date","Price","Open","High","Low","Change %"
"Feb 27, 2003","4.318","4.318","4.318","4.318","-1.46%"
"Feb 26, 2003","4.382","4.382","4.382","4.382","0.60%"
"Feb 25, 2003","4.356","4.356","4.356","4.356","-1.02%"
"Feb 24, 2003","4.401","4.401","4.401","4.401","0.14%"
"Feb 21, 2003","4.395","4.395","4.395","4.395","-0.14%"
"Feb 20, 2003","4.401","4.401","4.401","4.401","-0.45%"
"Feb 19, 2003","4.421","4.421","4.421","4.421","-0.58%"
"Feb 18, 2003","4.447","4.447","4.447","4.447","-0.56%"
"Feb 17, 2003","4.472","4.472","4.472","4.472","2.19%"
"Feb 14, 2003","4.376","4.376","4.376","4.376","-0.59%"
"Feb 13, 2003","4.402","4.402","4.402","4.402","-2.00%"
"Feb 12, 2003","4.492","4.492","4.492","4.492","-0.58%"
"Feb 11, 2003","4.518","4.518","4.518","4.518","0.44%"
"Feb 10, 2003","4.498","4.498","4.498","4.498","0.72%"
"Feb 07, 2003","4.466","4.466","4.466","4.466","-0.87%"
"Feb 06, 2003","4.505","4.505","4.505","4.505","0.96%"
"Feb 05, 2003","4.462","4.462","4.462","4.462","-0.95%"
"Feb 04, 2003","4.505","4.505","4.505","4.505","-0.99%"
"Jan 30, 2003","4.550","4.550","4.550","4.550","1.43%"
"Jan 29, 2003","4.486","4.486","4.486","4.486","0.16%"
"Jan 28, 2003","4.479","4.479","4.479","4.479","1.75%"
"Jan 27, 2003","4.402","4.402","4.402","4.402","0.43%"
"Jan 24, 2003","4.383","4.383","4.383","4.383","-0.88%"
"Jan 23, 2003","4.422","4.422","4.422","4.422","0.29%"
"Jan 22, 2003","4.409","4.409","4.409","4.409","-1.85%"
"Jan 21, 2003","4.492","4.492","4.492","4.492","-0.29%"
"Jan 20, 2003","4.505","4.505","4.505","4.505","-0.71%"
"Jan 17, 2003","4.537","4.537","4.537","4.537","-0.79%"
"Jan 16, 2003","4.573","4.573","4.573","4.573","-0.80%"
"Jan 15, 2003","4.610","4.610","4.610","4.610","-0.92%"
"Jan 14, 2003","4.653","4.653","4.653","4.653","-0.81%"
"Jan 13, 2003","4.691","4.691","4.691","4.691","-0.30%"
"Jan 10, 2003","4.705","4.705","4.705","4.705","2.89%"
"Jan 09, 2003","4.573","4.573","4.573","4.573","1.22%"
"Jan 08, 2003","4.518","4.518","4.518","4.518","-0.94%"
"Jan 07, 2003","4.561","4.561","4.561","4.561","-0.07%"
"Jan 06, 2003","4.564","4.564","4.564","4.564","1.00%"
"Jan 03, 2003","4.519","4.519","4.519","4.519","4.27%"
"Jan 02, 2003","4.334","4.334","4.334","4.334","-1.14%"
"Dec 31, 2002","4.384","4.384","4.384","4.384","-1.06%"
"Dec 30, 2002","4.431","4.431","4.431","4.431","-1.58%"
"Dec 27, 2002","4.502","4.502","4.502","4.502","-1.05%"
"Dec 24, 2002","4.550","4.550","4.550","4.550","-0.68%"
"Dec 23, 2002","4.581","4.581","4.581","4.581","0.53%"
"Dec 20, 2002","4.557","4.557","4.557","4.557","-1.26%"
"Dec 19, 2002","4.615","4.615","4.615","4.615","-2.25%"
"Dec 18, 2002","4.721","4.721","4.721","4.721","-0.23%"
"Dec 17, 2002","4.732","4.732","4.732","4.732","1.68%"
"Dec 16, 2002","4.654","4.654","4.654","4.654","1.44%"
"Dec 13, 2002","4.588","4.588","4.588","4.588","-0.30%"
"Dec 12, 2002","4.602","4.602","4.602","4.602","0.41%"
"Dec 11, 2002","4.583","4.583","4.583","4.583","-0.54%"
"Dec 10, 2002","4.608","4.608","4.608","4.608","-0.35%"
"Dec 09, 2002","4.624","4.624","4.624","4.624","-1.18%"
"Dec 06, 2002","4.679","4.679","4.679","4.679","0.13%"
"Dec 05, 2002","4.673","4.673","4.673","4.673","-0.30%"
"Dec 04, 2002","4.687","4.687","4.687","4.687","-1.35%"
"Dec 03, 2002","4.751","4.751","4.751","4.751","0.15%"
"Dec 02, 2002","4.744","4.744","4.744","4.744","0.96%"
"Nov 29, 2002","4.699","4.699","4.699","4.699","1.49%"
"Nov 28, 2002","4.630","4.630","4.630","4.630","3.58%"
"Nov 27, 2002","4.470","4.470","4.470","4.470","-0.56%"
"Nov 26, 2002","4.495","4.495","4.495","4.495","-0.29%"
"Nov 25, 2002","4.508","4.508","4.508","4.508","0.85%"
"Nov 22, 2002","4.470","4.470","4.470","4.470","-0.18%"
"Nov 21, 2002","4.478","4.478","4.478","4.478","0.56%"
"Nov 20, 2002","4.453","4.453","4.453","4.453","-0.89%"
"Nov 19, 2002","4.493","4.493","4.493","4.493","-1.19%"
"Nov 18, 2002","4.547","4.547","4.547","4.547","-0.57%"
"Nov 15, 2002","4.573","4.573","4.573","4.573","6.45%"
"Nov 14, 2002","4.296","4.296","4.296","4.296","0.87%"
"Nov 13, 2002","4.259","4.259","4.259","4.259","1.00%"
"Nov 12, 2002","4.217","4.217","4.217","4.217","-1.01%"
"Nov 11, 2002","4.260","4.260","4.260","4.260","-2.36%"
"Nov 08, 2002","4.363","4.363","4.363","4.363","-3.98%"
"Nov 07, 2002","4.544","4.544","4.544","4.544","-4.76%"
"Nov 06, 2002","4.771","4.771","4.771","4.771","1.08%"
"Nov 05, 2002","4.720","4.720","4.720","4.720","1.22%"
"Nov 04, 2002","4.663","4.663","4.663","4.663","2.87%"
"Nov 01, 2002","4.533","4.533","4.533","4.533","-0.53%"
"Oct 31, 2002","4.557","4.557","4.557","4.557","-0.18%"
"Oct 30, 2002","4.565","4.565","4.565","4.565","-1.81%"
"Oct 29, 2002","4.649","4.649","4.649","4.649","-1.09%"
"Oct 28, 2002","4.700","4.700","4.700","4.700","-1.88%"
"Oct 25, 2002","4.790","4.790","4.790","4.790","-1.50%"
"Oct 24, 2002","4.863","4.863","4.863","4.863","1.86%"
"Oct 23, 2002","4.774","4.774","4.774","4.774","-0.17%"
"Oct 22, 2002","4.782","4.782","4.782","4.782","2.40%"
"Oct 21, 2002","4.670","4.670","4.670","4.670","-1.02%"
"Oct 18, 2002","4.718","4.718","4.718","4.718","-0.86%"
"Oct 17, 2002","4.759","4.759","4.759","4.759","3.39%"
"Oct 16, 2002","4.603","4.603","4.603","4.603","0.74%"
"Oct 15, 2002","4.569","4.569","4.569","4.569","5.37%"
"Oct 11, 2002","4.336","4.336","4.336","4.336","1.66%"
"Oct 10, 2002","4.265","4.265","4.265","4.265","-0.42%"
"Oct 09, 2002","4.283","4.283","4.283","4.283","-0.72%"
"Oct 08, 2002","4.314","4.314","4.314","4.314","1.27%"
"Oct 07, 2002","4.260","4.260","4.260","4.260","0.00%"
"Oct 04, 2002","4.260","4.260","4.260","4.260","-0.16%"
"Oct 03, 2002","4.267","4.267","4.267","4.267","-0.30%"
"Oct 02, 2002","4.280","4.280","4.280","4.280","2.47%"
"Sep 30, 2002","4.177","4.177","4.177","4.177","-1.32%"
"Sep 27, 2002","4.233","4.233","4.233","4.233","0.55%"
"Sep 26, 2002","4.210","4.210","4.210","4.210","2.76%"
"Sep 25, 2002","4.097","4.097","4.097","4.097","-1.75%"
"Sep 24, 2002","4.170","4.170","4.170","4.170","-0.95%"
"Sep 23, 2002","4.210","4.210","4.210","4.210","-0.02%"
"Sep 20, 2002","4.211","4.211","4.211","4.211","0.24%"
"Sep 19, 2002","4.201","4.201","4.201","4.201","0.24%"
"Sep 18, 2002","4.191","4.191","4.191","4.191","-2.19%"
"Sep 17, 2002","4.285","4.285","4.285","4.285","-0.28%"
"Sep 16, 2002","4.297","4.297","4.297","4.297","-0.44%"
"Sep 13, 2002","4.316","4.316","4.316","4.316","-3.73%"
"Sep 12, 2002","4.483","4.483","4.483","4.483","2.10%"
"Sep 11, 2002","4.391","4.391","4.391","4.391","-0.52%"
"Sep 10, 2002","4.414","4.414","4.414","4.414","0.82%"
"Sep 09, 2002","4.378","4.378","4.378","4.378","3.38%"
"Sep 06, 2002","4.235","4.235","4.235","4.235","2.05%"
"Sep 05, 2002","4.150","4.150","4.150","4.150","1.39%"
"Sep 04, 2002","4.093","4.093","4.093","4.093","-3.54%"
"Sep 03, 2002","4.243","4.243","4.243","4.243","-2.46%"
"Sep 02, 2002","4.350","4.350","4.350","4.350","-1.41%"
"Aug 30, 2002","4.412","4.412","4.412","4.412","-1.98%"
"Aug 29, 2002","4.501","4.501","4.501","4.501","-1.53%"
"Aug 28, 2002","4.571","4.571","4.571","4.571","-0.22%"
"Aug 27, 2002","4.581","4.581","4.581","4.581","-1.12%"
"Aug 26, 2002","4.633","4.633","4.633","4.633","-0.41%"
"Aug 23, 2002","4.652","4.652","4.652","4.652","-0.04%"
"Aug 22, 2002","4.654","4.654","4.654","4.654","0.98%"
"Aug 21, 2002","4.609","4.609","4.609","4.609","-2.12%"
"Aug 20, 2002","4.709","4.709","4.709","4.709","0.06%"
"Aug 19, 2002","4.706","4.706","4.706","4.706","1.58%"
"Aug 16, 2002","4.633","4.633","4.633","4.633","1.20%"
"Aug 15, 2002","4.578","4.578","4.578","4.578","-0.28%"
"Aug 14, 2002","4.591","4.591","4.591","4.591","-3.14%"
"Aug 13, 2002","4.740","4.740","4.740","4.740","-1.66%"
"Aug 12, 2002","4.820","4.820","4.820","4.820","-2.37%"
"Aug 09, 2002","4.937","4.937","4.937","4.937","1.73%"
"Aug 08, 2002","4.853","4.853","4.853","4.853","-0.82%"
"Aug 07, 2002","4.893","4.893","4.893","4.893","1.66%"
"Aug 06, 2002","4.813","4.813","4.813","4.813","-1.70%"
"Aug 05, 2002","4.896","4.896","4.896","4.896","-2.06%"
"Aug 02, 2002","4.999","4.999","4.999","4.999","-1.26%"
"Aug 01, 2002","5.063","5.063","5.063","5.063","-2.77%"
"Jul 31, 2002","5.207","5.207","5.207","5.207","0.46%"
"Jul 30, 2002","5.183","5.183","5.183","5.183","2.31%"
"Jul 29, 2002","5.066","5.066","5.066","5.066","1.26%"
"Jul 26, 2002","5.003","5.003","5.003","5.003","-0.64%"
"Jul 25, 2002","5.035","5.035","5.035","5.035","0.32%"
"Jul 24, 2002","5.019","5.019","5.019","5.019","-2.60%"
"Jul 23, 2002","5.153","5.153","5.153","5.153","0.27%"
"Jul 22, 2002","5.139","5.139","5.139","5.139","-1.34%"
"Jul 19, 2002","5.209","5.209","5.209","5.209","-2.09%"
"Jul 18, 2002","5.320","5.320","5.320","5.320","0.74%"
"Jul 17, 2002","5.281","5.281","5.281","5.281","1.25%"
"Jul 16, 2002","5.216","5.216","5.216","5.216","0.25%"
"Jul 15, 2002","5.203","5.203","5.203","5.203","-1.08%"
"Jul 12, 2002","5.260","5.260","5.260","5.260","0.82%"
"Jul 11, 2002","5.217","5.217","5.217","5.217","-2.03%"
"Jul 10, 2002","5.325","5.325","5.325","5.325","-1.86%"
"Jul 09, 2002","5.426","5.426","5.426","5.426","0.13%"
"Jul 08, 2002","5.419","5.419","5.419","5.419","-0.39%"
"Jul 05, 2002","5.440","5.440","5.440","5.440","1.45%"
"Jul 04, 2002","5.362","5.362","5.362","5.362","0.51%"
"Jul 03, 2002","5.335","5.335","5.335","5.335","-0.52%"
"Jul 02, 2002","5.363","5.363","5.363","5.363","-0.78%"
"Jun 28, 2002","5.405","5.405","5.405","5.405","1.22%"
"Jun 27, 2002","5.340","5.340","5.340","5.340","1.06%"
"Jun 26, 2002","5.284","5.284","5.284","5.284","-3.80%"
"Jun 25, 2002","5.493","5.493","5.493","5.493","1.87%"
"Jun 24, 2002","5.392","5.392","5.392","5.392","-0.72%"
"Jun 21, 2002","5.431","5.431","5.431","5.431","0.17%"
"Jun 20, 2002","5.422","5.422","5.422","5.422","-1.24%"
"Jun 19, 2002","5.490","5.490","5.490","5.490","-1.74%"
"Jun 18, 2002","5.587","5.587","5.587","5.587","0.72%"
"Jun 17, 2002","5.547","5.547","5.547","5.547","-2.58%"
"Jun 14, 2002","5.694","5.694","5.694","5.694","-1.86%"
"Jun 13, 2002","5.802","5.802","5.802","5.802","0.59%"
"Jun 12, 2002","5.768","5.768","5.768","5.768","0.12%"
"Jun 11, 2002","5.761","5.761","5.761","5.761","-0.83%"
"Jun 10, 2002","5.809","5.809","5.809","5.809","1.97%"
"Jun 07, 2002","5.697","5.697","5.697","5.697","-1.27%"
"Jun 06, 2002","5.770","5.770","5.770","5.770","0.35%"
"Jun 05, 2002","5.750","5.750","5.750","5.750","0.49%"
"Jun 04, 2002","5.722","5.722","5.722","5.722","-0.87%"
"Jun 03, 2002","5.772","5.772","5.772","5.772","0.56%"
"May 31, 2002","5.740","5.740","5.740","5.740","-0.02%"
"May 30, 2002","5.741","5.741","5.741","5.741","-0.95%"
"May 29, 2002","5.796","5.796","5.796","5.796","-1.31%"
"May 28, 2002","5.873","5.873","5.873","5.873","0.67%"
"May 27, 2002","5.834","5.834","5.834","5.834","0.22%"
"May 24, 2002","5.821","5.821","5.821","5.821","0.48%"
"May 23, 2002","5.793","5.793","5.793","5.793","-0.05%"
"May 22, 2002","5.796","5.796","5.796","5.796","-1.56%"
"May 21, 2002","5.888","5.888","5.888","5.888","-0.94%"
"May 17, 2002","5.944","5.944","5.944","5.944","-1.11%"
"May 16, 2002","6.011","6.011","6.011","6.011","-0.55%"
"May 15, 2002","6.044","6.044","6.044","6.044","0.67%"
"May 14, 2002","6.004","6.004","6.004","6.004","2.18%"
"May 13, 2002","5.876","5.876","5.876","5.876","-1.26%"
"May 10, 2002","5.951","5.951","5.951","5.951","-0.58%"
"May 09, 2002","5.986","5.986","5.986","5.986","2.05%"
"May 08, 2002","5.866","5.866","5.866","5.866","1.37%"
"May 07, 2002","5.787","5.787","5.787","5.787","-0.12%"
"May 06, 2002","5.794","5.794","5.794","5.794","-1.14%"
"May 03, 2002","5.861","5.861","5.861","5.861","1.35%"
"May 02, 2002","5.783","5.783","5.783","5.783","-1.53%"
"Apr 30, 2002","5.873","5.873","5.873","5.873","0.15%"
"Apr 29, 2002","5.864","5.864","5.864","5.864","-0.88%"
"Apr 26, 2002","5.916","5.916","5.916","5.916","0.25%"
"Apr 25, 2002","5.901","5.901","5.901","5.901","-2.94%"
"Apr 24, 2002","6.080","6.080","6.080","6.080","-1.14%"
"Apr 23, 2002","6.150","6.150","6.150","6.150","-0.93%"
"Apr 22, 2002","6.208","6.208","6.208","6.208","-0.11%"
"Apr 19, 2002","6.215","6.215","6.215","6.215","0.00%"
"Apr 18, 2002","6.215","6.215","6.215","6.215","0.83%"
"Apr 17, 2002","6.164","6.164","6.164","6.164","0.51%"
"Apr 16, 2002","6.133","6.133","6.133","6.133","-0.02%"
"Apr 15, 2002","6.134","6.134","6.134","6.134","-0.21%"
"Apr 12, 2002","6.147","6.147","6.147","6.147","0.24%"
"Apr 11, 2002","6.132","6.132","6.132","6.132","1.00%"
"Apr 10, 2002","6.071","6.071","6.071","6.071","-1.43%"
"Apr 09, 2002","6.159","6.159","6.159","6.159","1.22%"
"Apr 08, 2002","6.085","6.085","6.085","6.085","-1.31%"
"Apr 04, 2002","6.166","6.166","6.166","6.166","-1.09%"
"Apr 03, 2002","6.234","6.234","6.234","6.234","-1.05%"
"Apr 02, 2002","6.300","6.300","6.300","6.300","1.63%"
"Mar 28, 2002","6.199","6.199","6.199","6.199","-0.23%"
"Mar 27, 2002","6.213","6.213","6.213","6.213","-0.92%"
"Mar 26, 2002","6.271","6.271","6.271","6.271","0.03%"
"Mar 25, 2002","6.269","6.269","6.269","6.269","0.21%"
"Mar 22, 2002","6.256","6.256","6.256","6.256","-1.08%"
"Mar 21, 2002","6.324","6.324","6.324","6.324","1.20%"
"Mar 20, 2002","6.249","6.249","6.249","6.249","0.35%"
"Mar 19, 2002","6.227","6.227","6.227","6.227","-1.25%"
"Mar 18, 2002","6.306","6.306","6.306","6.306","-1.70%"
"Mar 15, 2002","6.415","6.415","6.415","6.415","1.95%"
"Mar 14, 2002","6.292","6.292","6.292","6.292","-1.47%"
"Mar 13, 2002","6.386","6.386","6.386","6.386","1.85%"
"Mar 12, 2002","6.270","6.270","6.270","6.270","0.00%"
"Mar 11, 2002","6.270","6.270","6.270","6.270","1.16%"
"Mar 08, 2002","6.198","6.198","6.198","6.198","4.64%"
"Mar 07, 2002","5.923","5.923","5.923","5.923","1.01%"
"Mar 06, 2002","5.864","5.864","5.864","5.864","0.26%"
"Mar 05, 2002","5.849","5.849","5.849","5.849","0.05%"
"Mar 04, 2002","5.846","5.846","5.846","5.846","2.02%"
"Mar 01, 2002","5.730","5.730","5.730","5.730","-0.35%"
"Feb 28, 2002","5.750","5.750","5.750","5.750","-1.76%"
"Feb 27, 2002","5.853","5.853","5.853","5.853","0.83%"
"Feb 26, 2002","5.805","5.805","5.805","5.805","0.35%"
"Feb 25, 2002","5.785","5.785","5.785","5.785","-1.06%"
"Feb 22, 2002","5.847","5.847","5.847","5.847","-0.24%"
"Feb 21, 2002","5.861","5.861","5.861","5.861","-0.09%"
"Feb 20, 2002","5.866","5.866","5.866","5.866","0.20%"
"Feb 19, 2002","5.854","5.854","5.854","5.854","-0.15%"
"Feb 18, 2002","5.863","5.863","5.863","5.863","-1.36%"
"Feb 15, 2002","5.944","5.944","5.944","5.944","-0.32%"
"Feb 11, 2002","5.963","5.963","5.963","5.963","-0.62%"
"Feb 08, 2002","6.000","6.000","6.000","6.000","0.82%"
"Feb 07, 2002","5.951","5.951","5.951","5.951","-0.35%"
"Feb 06, 2002","5.972","5.972","5.972","5.972","0.71%"
"Feb 05, 2002","5.930","5.930","5.930","5.930","-0.70%"
"Feb 04, 2002","5.972","5.972","5.972","5.972","-1.27%"
"Feb 01, 2002","6.049","6.049","6.049","6.049","0.00%"
"Jan 31, 2002","6.049","6.049","6.049","6.049","0.70%"
"Jan 30, 2002","6.007","6.007","6.007","6.007","-1.04%"
"Jan 29, 2002","6.070","6.070","6.070","6.070","0.12%"
"Jan 28, 2002","6.063","6.063","6.063","6.063","0.17%"
"Jan 25, 2002","6.053","6.053","6.053","6.053","1.00%"
"Jan 24, 2002","5.993","5.993","5.993","5.993","1.22%"
"Jan 23, 2002","5.921","5.921","5.921","5.921","0.19%"
"Jan 22, 2002","5.910","5.910","5.910","5.910","-0.12%"
"Jan 21, 2002","5.917","5.917","5.917","5.917","-0.67%"
"Jan 18, 2002","5.957","5.957","5.957","5.957","1.36%"
"Jan 17, 2002","5.877","5.877","5.877","5.877","0.51%"
"Jan 16, 2002","5.847","5.847","5.847","5.847","-1.18%"
"Jan 15, 2002","5.917","5.917","5.917","5.917","0.82%"
"Jan 14, 2002","5.869","5.869","5.869","5.869","-0.69%"
"Jan 11, 2002","5.910","5.910","5.910","5.910","-1.78%"
"Jan 10, 2002","6.017","6.017","6.017","6.017","-0.30%"
"Jan 09, 2002","6.035","6.035","6.035","6.035","1.29%"
"Jan 08, 2002","5.958","5.958","5.958","5.958","-0.15%"
"Jan 07, 2002","5.967","5.967","5.967","5.967","-1.01%"
"Jan 04, 2002","6.028","6.028","6.028","6.028","-2.22%"
"Jan 03, 2002","6.165","6.165","6.165","6.165","1.46%"
"Jan 02, 2002","6.076","6.076","6.076","6.076","-2.27%"
"Dec 31, 2001","6.217","6.217","6.217","6.217","0.23%"
"Dec 28, 2001","6.203","6.203","6.203","6.203","-1.57%"
"Dec 27, 2001","6.302","6.302","6.302","6.302","1.83%"
"Dec 24, 2001","6.189","6.189","6.189","6.189","0.65%"
"Dec 21, 2001","6.149","6.149","6.149","6.149","-0.63%"
"Dec 20, 2001","6.188","6.188","6.188","6.188","0.00%"
"Dec 19, 2001","6.188","6.188","6.188","6.188","-1.81%"
"Dec 18, 2001","6.302","6.302","6.302","6.302","-0.33%"
"Dec 17, 2001","6.323","6.323","6.323","6.323","1.59%"
"Dec 14, 2001","6.224","6.224","6.224","6.224","2.27%"
"Dec 13, 2001","6.086","6.086","6.086","6.086","-3.57%"
"Dec 12, 2001","6.311","6.311","6.311","6.311","-0.94%"
"Dec 11, 2001","6.371","6.371","6.371","6.371","0.20%"
"Dec 10, 2001","6.358","6.358","6.358","6.358","1.96%"
"Dec 07, 2001","6.236","6.236","6.236","6.236","1.23%"
"Dec 06, 2001","6.160","6.160","6.160","6.160","4.69%"
"Dec 05, 2001","5.884","5.884","5.884","5.884","-0.93%"
"Dec 04, 2001","5.939","5.939","5.939","5.939","0.12%"
"Dec 03, 2001","5.932","5.932","5.932","5.932","1.77%"
"Nov 30, 2001","5.829","5.829","5.829","5.829","-1.25%"
"Nov 29, 2001","5.903","5.903","5.903","5.903","0.46%"
"Nov 28, 2001","5.876","5.876","5.876","5.876","-1.04%"
"Nov 27, 2001","5.938","5.938","5.938","5.938","0.47%"
"Nov 26, 2001","5.910","5.910","5.910","5.910","0.48%"
"Nov 23, 2001","5.882","5.882","5.882","5.882","-0.81%"
"Nov 22, 2001","5.930","5.930","5.930","5.930","2.84%"
"Nov 21, 2001","5.766","5.766","5.766","5.766","2.63%"
"Nov 20, 2001","5.618","5.618","5.618","5.618","-1.13%"
"Nov 19, 2001","5.682","5.682","5.682","5.682","2.56%"
"Nov 16, 2001","5.540","5.540","5.540","5.540","5.32%"
"Nov 15, 2001","5.260","5.260","5.260","5.260","2.53%"
"Nov 14, 2001","5.130","5.130","5.130","5.130","1.93%"
"Nov 13, 2001","5.033","5.033","5.033","5.033","-0.57%"
"Nov 12, 2001","5.062","5.062","5.062","5.062","0.42%"
"Nov 09, 2001","5.041","5.041","5.041","5.041","0.78%"
"Nov 08, 2001","5.002","5.002","5.002","5.002","-1.15%"
"Nov 07, 2001","5.060","5.060","5.060","5.060","-0.82%"
"Nov 06, 2001","5.102","5.102","5.102","5.102","-1.09%"
"Nov 05, 2001","5.158","5.158","5.158","5.158","1.14%"
"Nov 02, 2001","5.100","5.100","5.100","5.100","-4.53%"
"Nov 01, 2001","5.342","5.342","5.342","5.342","0.00%"
"Oct 31, 2001","5.342","5.342","5.342","5.342","-1.31%"
"Oct 30, 2001","5.413","5.413","5.413","5.413","-0.33%"
"Oct 29, 2001","5.431","5.431","5.431","5.431","-0.22%"
"Oct 26, 2001","5.443","5.443","5.443","5.443","-0.84%"
"Oct 24, 2001","5.489","5.489","5.489","5.489","0.16%"
"Oct 23, 2001","5.480","5.480","5.480","5.480","0.44%"
"Oct 22, 2001","5.456","5.456","5.456","5.456","0.22%"
"Oct 19, 2001","5.444","5.444","5.444","5.444","1.02%"
"Oct 18, 2001","5.389","5.389","5.389","5.389","0.82%"
"Oct 17, 2001","5.345","5.345","5.345","5.345","-1.06%"
"Oct 16, 2001","5.402","5.402","5.402","5.402","-0.75%"
"Oct 15, 2001","5.443","5.443","5.443","5.443","0.09%"
"Oct 12, 2001","5.438","5.438","5.438","5.438","0.80%"
"Oct 11, 2001","5.395","5.395","5.395","5.395","0.43%"
"Oct 10, 2001","5.372","5.372","5.372","5.372","1.13%"
"Oct 09, 2001","5.312","5.312","5.312","5.312","0.53%"
"Oct 08, 2001","5.284","5.284","5.284","5.284","0.19%"
"Oct 05, 2001","5.274","5.274","5.274","5.274","0.73%"
"Oct 04, 2001","5.236","5.236","5.236","5.236","-0.93%"
"Oct 03, 2001","5.285","5.285","5.285","5.285","-2.02%"
"Sep 28, 2001","5.394","5.394","5.394","5.394","-1.62%"
"Sep 27, 2001","5.483","5.483","5.483","5.483","-0.80%"
"Sep 26, 2001","5.527","5.527","5.527","5.527","-0.16%"
"Sep 25, 2001","5.536","5.536","5.536","5.536","-1.04%"
"Sep 24, 2001","5.594","5.594","5.594","5.594","-0.73%"
"Sep 21, 2001","5.635","5.635","5.635","5.635","-0.12%"
"Sep 20, 2001","5.642","5.642","5.642","5.642","-0.65%"
"Sep 19, 2001","5.679","5.679","5.679","5.679","2.90%"
"Sep 18, 2001","5.519","5.519","5.519","5.519","0.31%"
"Sep 17, 2001","5.502","5.502","5.502","5.502","-1.08%"
"Sep 14, 2001","5.562","5.562","5.562","5.562","-1.31%"
"Sep 13, 2001","5.636","5.636","5.636","5.636","-0.35%"
"Sep 12, 2001","5.656","5.656","5.656","5.656","-1.53%"
"Sep 11, 2001","5.744","5.744","5.744","5.744","1.07%"
"Sep 10, 2001","5.683","5.683","5.683","5.683","-1.18%"
"Sep 07, 2001","5.751","5.751","5.751","5.751","-1.29%"
"Sep 06, 2001","5.826","5.826","5.826","5.826","0.24%"
"Sep 05, 2001","5.812","5.812","5.812","5.812","1.77%"
"Sep 04, 2001","5.711","5.711","5.711","5.711","0.02%"
"Sep 03, 2001","5.710","5.710","5.710","5.710","0.09%"
"Aug 31, 2001","5.705","5.705","5.705","5.705","-0.23%"
"Aug 30, 2001","5.718","5.718","5.718","5.718","-1.29%"
"Aug 29, 2001","5.793","5.793","5.793","5.793","-2.08%"
"Aug 28, 2001","5.916","5.916","5.916","5.916","-0.34%"
"Aug 27, 2001","5.936","5.936","5.936","5.936","0.58%"
"Aug 24, 2001","5.902","5.902","5.902","5.902","-0.40%"
"Aug 23, 2001","5.926","5.926","5.926","5.926","0.51%"
"Aug 22, 2001","5.896","5.896","5.896","5.896","-0.27%"
"Aug 21, 2001","5.912","5.912","5.912","5.912","0.63%"
"Aug 20, 2001","5.875","5.875","5.875","5.875","-1.16%"
"Aug 17, 2001","5.944","5.944","5.944","5.944","-0.35%"
"Aug 16, 2001","5.965","5.965","5.965","5.965","0.47%"
"Aug 15, 2001","5.937","5.937","5.937","5.937","-0.12%"
"Aug 14, 2001","5.944","5.944","5.944","5.944","-0.80%"
"Aug 13, 2001","5.992","5.992","5.992","5.992","-0.81%"
"Aug 10, 2001","6.041","6.041","6.041","6.041","0.23%"
"Aug 09, 2001","6.027","6.027","6.027","6.027","-2.35%"
"Aug 08, 2001","6.172","6.172","6.172","6.172","0.10%"
"Aug 07, 2001","6.166","6.166","6.166","6.166","-0.56%"
"Aug 06, 2001","6.201","6.201","6.201","6.201","0.11%"
"Aug 03, 2001","6.194","6.194","6.194","6.194","0.57%"
"Aug 02, 2001","6.159","6.159","6.159","6.159","-0.05%"
"Aug 01, 2001","6.162","6.162","6.162","6.162","-0.60%"
"Jul 31, 2001","6.199","6.199","6.199","6.199","-1.27%"
"Jul 30, 2001","6.279","6.279","6.279","6.279","0.38%"
"Jul 27, 2001","6.255","6.255","6.255","6.255","-0.49%"
"Jul 26, 2001","6.286","6.286","6.286","6.286","1.01%"
"Jul 24, 2001","6.223","6.223","6.223","6.223","-1.00%"
"Jul 23, 2001","6.286","6.286","6.286","6.286","0.59%"
"Jul 20, 2001","6.249","6.249","6.249","6.249","-0.70%"
"Jul 19, 2001","6.293","6.293","6.293","6.293","-1.64%"
"Jul 18, 2001","6.398","6.398","6.398","6.398","0.00%"
"Jul 17, 2001","6.398","6.398","6.398","6.398","-0.14%"
"Jul 16, 2001","6.407","6.407","6.407","6.407","-0.54%"
"Jul 13, 2001","6.442","6.442","6.442","6.442","-1.20%"
"Jul 12, 2001","6.520","6.520","6.520","6.520","1.54%"
"Jul 11, 2001","6.421","6.421","6.421","6.421","-0.67%"
"Jul 10, 2001","6.464","6.464","6.464","6.464","0.08%"
"Jul 09, 2001","6.459","6.459","6.459","6.459","-0.72%"
"Jul 05, 2001","6.506","6.506","6.506","6.506","0.65%"
"Jul 04, 2001","6.464","6.464","6.464","6.464","1.02%"
"Jul 03, 2001","6.399","6.399","6.399","6.399","0.39%"
"Jun 29, 2001","6.374","6.374","6.374","6.374","1.71%"
"Jun 28, 2001","6.267","6.267","6.267","6.267","0.35%"
"Jun 27, 2001","6.245","6.245","6.245","6.245","1.83%"
"Jun 26, 2001","6.133","6.133","6.133","6.133","-2.09%"
"Jun 22, 2001","6.264","6.264","6.264","6.264","0.19%"
"Jun 21, 2001","6.252","6.252","6.252","6.252","-0.67%"
"Jun 20, 2001","6.294","6.294","6.294","6.294","-0.65%"
"Jun 19, 2001","6.335","6.335","6.335","6.335","1.51%"
"Jun 18, 2001","6.241","6.241","6.241","6.241","1.28%"
