"Date","Price","Open","High","Low","Change %"
"Dec 10, 2015","1.573","1.573","1.573","1.573","-0.06%"
"Dec 09, 2015","1.574","1.574","1.574","1.574","-3.02%"
"Dec 08, 2015","1.623","1.623","1.623","1.623","1.18%"
"Dec 07, 2015","1.604","1.604","1.604","1.604","-0.62%"
"Dec 06, 2015","1.614","1.614","1.614","1.614","0.00%"
"Dec 04, 2015","1.614","1.614","1.614","1.614","5.35%"
"Dec 03, 2015","1.532","1.532","1.532","1.532","1.26%"
"Dec 02, 2015","1.513","1.513","1.513","1.513","-3.57%"
"Dec 01, 2015","1.569","1.569","1.569","1.569","-1.63%"
"Nov 30, 2015","1.595","1.595","1.595","1.579","0.00%"
"Nov 29, 2015","1.595","1.595","1.595","1.595","0.00%"
"Nov 27, 2015","1.595","1.617","1.617","1.595","-1.36%"
"Nov 26, 2015","1.617","1.617","1.617","1.596","-0.06%"
"Nov 25, 2015","1.618","1.638","1.638","1.618","-1.22%"
"Nov 24, 2015","1.638","1.645","1.645","1.638","-0.79%"
"Nov 23, 2015","1.651","1.651","1.651","1.651","0.67%"
"Nov 22, 2015","1.640","1.640","1.640","1.640","0.00%"
"Nov 20, 2015","1.640","1.624","1.640","1.624","-1.68%"
"Nov 19, 2015","1.668","1.685","1.685","1.613","-1.01%"
"Nov 18, 2015","1.685","1.679","1.685","1.679","0.36%"
"Nov 17, 2015","1.679","1.679","1.679","1.679","0.00%"
"Nov 16, 2015","1.679","1.668","1.679","1.668","-4.06%"
"Nov 15, 2015","1.750","1.750","1.750","1.750","0.00%"
"Nov 13, 2015","1.750","1.750","1.750","1.750","-0.62%"
"Nov 12, 2015","1.761","1.761","1.761","1.761","0.28%"
"Nov 11, 2015","1.756","1.750","1.772","1.750","-0.96%"
"Nov 10, 2015","1.773","1.773","1.773","1.773","-0.28%"
"Nov 09, 2015","1.778","1.778","1.778","1.778","8.61%"
"Nov 08, 2015","1.637","1.637","1.637","1.637","0.00%"
"Nov 06, 2015","1.637","1.637","1.637","1.637","-0.06%"
"Nov 05, 2015","1.638","1.638","1.638","1.638","0.00%"
"Nov 04, 2015","1.638","1.622","1.649","1.622","1.99%"
"Nov 03, 2015","1.606","1.579","1.611","1.579","3.08%"
"Nov 02, 2015","1.558","1.569","1.569","1.558","-1.33%"
"Nov 01, 2015","1.579","1.579","1.579","1.579","0.00%"
"Oct 30, 2015","1.579","1.569","1.585","1.563","5.62%"
"Oct 29, 2015","1.495","1.500","1.500","1.495","2.54%"
"Oct 28, 2015","1.458","1.473","1.473","1.458","-1.75%"
"Oct 27, 2015","1.484","1.501","1.501","1.484","-2.50%"
"Oct 26, 2015","1.522","1.525","1.525","1.522","0.33%"
"Oct 25, 2015","1.517","1.517","1.517","1.517","0.00%"
"Oct 23, 2015","1.517","1.517","1.517","1.517","-0.07%"
"Oct 22, 2015","1.518","1.512","1.518","1.512","-0.33%"
"Oct 21, 2015","1.523","1.523","1.523","1.523","0.00%"
"Oct 20, 2015","1.523","1.539","1.539","1.518","-1.23%"
"Oct 19, 2015","1.542","1.508","1.542","1.508","3.01%"
"Oct 18, 2015","1.497","1.497","1.497","1.497","0.00%"
"Oct 16, 2015","1.497","1.513","1.513","1.492","2.46%"
"Oct 15, 2015","1.461","1.451","1.461","1.445","-4.82%"
"Oct 14, 2015","1.535","1.551","1.551","1.535","-3.03%"
"Oct 13, 2015","1.583","1.605","1.605","1.583","-2.34%"
"Oct 12, 2015","1.621","1.615","1.621","1.613","0.31%"
"Oct 11, 2015","1.616","1.616","1.616","1.616","0.00%"
"Oct 09, 2015","1.616","1.626","1.626","1.616","1.13%"
"Oct 08, 2015","1.598","1.627","1.627","1.598","-2.86%"
"Oct 07, 2015","1.645","1.611","1.645","1.611","1.73%"
"Oct 06, 2015","1.617","1.627","1.633","1.606","3.79%"
"Oct 05, 2015","1.558","1.600","1.600","1.521","-2.38%"
"Oct 04, 2015","1.596","1.596","1.596","1.596","0.00%"
"Oct 03, 2015","1.596","1.596","1.596","1.596","0.00%"
"Oct 02, 2015","1.596","1.590","1.596","1.590","0.57%"
"Oct 01, 2015","1.587","1.590","1.590","1.587","-0.25%"
"Sep 30, 2015","1.591","1.591","1.591","1.591","-0.38%"
"Sep 29, 2015","1.597","1.607","1.607","1.597","-6.55%"
"Sep 28, 2015","1.709","1.709","1.709","1.709","0.00%"
"Sep 27, 2015","1.709","1.709","1.709","1.709","0.00%"
"Sep 25, 2015","1.709","1.677","1.709","1.677","1.24%"
"Sep 24, 2015","1.688","1.667","1.688","1.667","3.56%"
"Sep 23, 2015","1.630","1.630","1.646","1.619","-3.15%"
"Sep 22, 2015","1.683","1.667","1.710","1.662","2.31%"
"Sep 21, 2015","1.645","1.662","1.662","1.645","-2.32%"
"Sep 20, 2015","1.684","1.684","1.684","1.684","0.00%"
"Sep 18, 2015","1.684","1.684","1.684","1.684","-4.59%"
"Sep 17, 2015","1.765","1.792","1.792","1.706","0.00%"
"Sep 16, 2015","1.765","1.738","1.770","1.706","4.25%"
"Sep 15, 2015","1.693","1.706","1.706","1.693","-0.76%"
"Sep 14, 2015","1.706","1.749","1.781","1.696","-3.94%"
"Sep 13, 2015","1.776","1.776","1.776","1.776","0.00%"
"Sep 11, 2015","1.776","1.792","1.792","1.776","0.57%"
"Sep 10, 2015","1.766","1.755","1.766","1.755","-1.51%"
"Sep 09, 2015","1.793","1.782","1.869","1.782","0.62%"
"Sep 08, 2015","1.782","1.869","1.869","1.782","-4.65%"
"Sep 07, 2015","1.869","1.869","1.869","1.869","0.00%"
"Sep 06, 2015","1.869","1.869","1.869","1.869","0.00%"
"Sep 04, 2015","1.869","1.869","1.869","1.831","0.86%"
"Sep 02, 2015","1.853","1.870","1.873","1.848","-1.17%"
"Sep 01, 2015","1.875","1.881","1.881","1.843","0.00%"
"Aug 31, 2015","1.875","1.854","1.875","1.854","1.74%"
"Aug 30, 2015","1.843","1.843","1.843","1.843","0.00%"
"Aug 28, 2015","1.843","1.838","1.843","1.838","0.88%"
"Aug 27, 2015","1.827","1.756","1.827","1.756","6.53%"
"Aug 26, 2015","1.715","1.715","1.715","1.715","-0.29%"
"Aug 25, 2015","1.720","1.720","1.720","1.720","-0.35%"
"Aug 24, 2015","1.726","1.730","1.768","1.689","3.48%"
"Aug 23, 2015","1.668","1.668","1.668","1.668","0.00%"
"Aug 21, 2015","1.668","1.668","1.668","1.668","-2.51%"
"Aug 20, 2015","1.711","1.752","1.752","1.711","-2.40%"
"Aug 19, 2015","1.753","1.765","1.765","1.753","-0.51%"
"Aug 18, 2015","1.762","1.762","1.762","1.762","-1.95%"
"Aug 17, 2015","1.797","1.797","1.797","1.797","0.56%"
"Aug 16, 2015","1.787","1.787","1.787","1.787","0.00%"
"Aug 14, 2015","1.787","1.771","1.787","1.771","2.76%"
"Aug 13, 2015","1.739","1.744","1.744","1.739","3.14%"
"Aug 12, 2015","1.686","1.739","1.739","1.686","-3.66%"
"Aug 11, 2015","1.750","1.761","1.761","1.750","0.92%"
"Aug 10, 2015","1.734","1.713","1.734","1.713","-1.25%"
"Aug 09, 2015","1.756","1.756","1.756","1.756","0.00%"
"Aug 07, 2015","1.756","1.756","1.756","1.756","-2.93%"
"Aug 06, 2015","1.809","1.809","1.809","1.809","1.74%"
"Aug 05, 2015","1.778","1.778","1.778","1.778","4.71%"
"Aug 04, 2015","1.698","1.751","1.751","1.698","-3.03%"
"Aug 03, 2015","1.751","1.746","1.751","1.746","-2.67%"
"Aug 02, 2015","1.799","1.799","1.799","1.799","0.00%"
"Jul 31, 2015","1.799","1.794","1.799","1.794","-1.80%"
"Jul 30, 2015","1.832","1.816","1.832","1.816","3.56%"
"Jul 29, 2015","1.769","1.769","1.769","1.769","0.97%"
"Jul 28, 2015","1.752","1.752","1.752","1.752","-1.24%"
"Jul 27, 2015","1.774","1.774","1.774","1.774","-7.51%"
"Jul 26, 2015","1.918","1.918","1.918","1.918","0.00%"
"Jul 24, 2015","1.918","1.918","1.918","1.918","-0.05%"
"Jul 23, 2015","1.919","1.919","1.919","1.919","0.00%"
"Jul 22, 2015","1.919","1.919","1.919","1.919","0.00%"
"Jul 21, 2015","1.919","1.919","1.919","1.919","2.40%"
"Jul 20, 2015","1.874","1.874","1.874","1.874","-0.69%"
"Jul 19, 2015","1.887","1.887","1.887","1.887","0.00%"
"Jul 18, 2015","1.887","1.887","1.887","1.887","0.00%"
"Jul 17, 2015","1.887","1.887","1.887","1.887","0.27%"
"Jul 16, 2015","1.882","1.877","1.882","1.877","-0.32%"
"Jul 15, 2015","1.888","1.888","1.888","1.888","-2.73%"
"Jul 14, 2015","1.941","1.920","1.941","1.920","-0.05%"
"Jul 13, 2015","1.942","1.877","1.942","1.877","3.57%"
"Jul 12, 2015","1.875","1.875","1.875","1.875","0.00%"
"Jul 10, 2015","1.875","1.875","1.875","1.875","6.84%"
"Jul 09, 2015","1.755","1.755","1.755","1.755","-2.93%"
"Jul 08, 2015","1.808","1.808","1.808","1.808","-1.74%"
"Jul 07, 2015","1.840","1.840","1.840","1.840","2.05%"
"Jul 06, 2015","1.803","1.803","1.803","1.803","-3.43%"
"Jul 05, 2015","1.867","1.867","1.867","1.867","0.00%"
"Jul 03, 2015","1.867","1.867","1.867","1.867","-1.63%"
"Jul 02, 2015","1.898","1.898","1.898","1.898","4.63%"
"Jul 01, 2015","1.814","1.814","1.814","1.814","0.00%"
"Jun 30, 2015","1.814","1.808","1.814","1.799","0.28%"
"Jun 29, 2015","1.809","1.799","1.809","1.799","-2.58%"
"Jun 28, 2015","1.857","1.857","1.857","1.857","0.00%"
"Jun 26, 2015","1.857","1.886","1.886","1.857","-1.59%"
"Jun 25, 2015","1.887","1.887","1.887","1.887","0.00%"
"Jun 24, 2015","1.887","1.887","1.887","1.887","0.69%"
"Jun 23, 2015","1.874","1.874","1.874","1.874","3.48%"
"Jun 22, 2015","1.811","1.795","1.811","1.795","0.33%"
"Jun 21, 2015","1.805","1.805","1.805","1.805","0.00%"
"Jun 19, 2015","1.805","1.805","1.805","1.805","0.84%"
"Jun 18, 2015","1.790","1.790","1.790","1.790","-1.76%"
"Jun 17, 2015","1.822","1.843","1.843","1.822","-1.14%"
"Jun 16, 2015","1.843","1.843","1.843","1.843","-0.22%"
"Jun 15, 2015","1.847","1.843","1.847","1.843","-1.23%"
"Jun 14, 2015","1.870","1.870","1.870","1.870","0.00%"
"Jun 12, 2015","1.870","1.865","1.870","1.865","-5.17%"
"Jun 11, 2015","1.972","1.977","1.977","1.959","0.82%"
"Jun 10, 2015","1.956","1.940","1.956","1.940","4.32%"
"Jun 09, 2015","1.875","1.876","1.876","1.874","-0.95%"
"Jun 08, 2015","1.893","1.887","1.901","1.887","3.22%"
"Jun 07, 2015","1.834","1.834","1.834","1.834","0.00%"
"Jun 05, 2015","1.834","1.885","1.885","1.807","-2.65%"
"Jun 04, 2015","1.884","1.861","1.884","1.855","5.61%"
"Jun 03, 2015","1.784","1.755","1.784","1.755","3.78%"
"Jun 02, 2015","1.719","1.719","1.719","1.719","3.55%"
"Jun 01, 2015","1.660","1.660","1.660","1.660","2.66%"
"May 31, 2015","1.617","1.617","1.617","1.617","0.00%"
"May 30, 2015","1.617","1.617","1.617","1.617","0.00%"
"May 29, 2015","1.617","1.623","1.623","1.616","-0.92%"
"May 28, 2015","1.632","1.640","1.672","1.632","-2.39%"
"May 27, 2015","1.672","1.707","1.707","1.672","-2.05%"
"May 26, 2015","1.707","1.694","1.735","1.694","1.07%"
"May 25, 2015","1.689","1.689","1.689","1.689","0.00%"
"May 22, 2015","1.689","1.707","1.712","1.689","-2.88%"
"May 21, 2015","1.739","1.735","1.747","1.735","-1.53%"
"May 20, 2015","1.766","1.783","1.783","1.766","1.61%"
"May 19, 2015","1.738","1.707","1.775","1.707","1.82%"
"May 18, 2015","1.707","1.701","1.707","1.687","-1.78%"
"May 17, 2015","1.738","1.738","1.738","1.738","0.00%"
"May 15, 2015","1.738","1.741","1.783","1.735","-2.52%"
"May 14, 2015","1.783","1.793","1.816","1.783","1.08%"
"May 13, 2015","1.764","1.770","1.781","1.764","-3.87%"
"May 12, 2015","1.835","1.793","1.835","1.793","8.77%"
"May 11, 2015","1.687","1.662","1.687","1.662","-0.53%"
"May 10, 2015","1.696","1.696","1.696","1.696","0.00%"
"May 08, 2015","1.696","1.707","1.707","1.696","-4.29%"
"May 07, 2015","1.772","1.724","1.772","1.724","2.78%"
"May 06, 2015","1.724","1.639","1.724","1.639","5.19%"
"May 05, 2015","1.639","1.656","1.656","1.639","0.68%"
"May 04, 2015","1.628","1.544","1.628","1.544","5.44%"
"May 03, 2015","1.544","1.544","1.544","1.544","0.00%"
"Apr 30, 2015","1.544","1.527","1.544","1.527","1.85%"
"Apr 29, 2015","1.516","1.516","1.516","1.516","6.01%"
"Apr 28, 2015","1.430","1.428","1.430","1.428","1.56%"
"Apr 27, 2015","1.408","1.390","1.445","1.390","-2.56%"
"Apr 26, 2015","1.445","1.445","1.445","1.445","0.00%"
"Apr 24, 2015","1.445","1.478","1.478","1.445","-1.63%"
"Apr 23, 2015","1.469","1.512","1.512","1.469","2.01%"
"Apr 22, 2015","1.440","1.440","1.451","1.425","1.19%"
"Apr 21, 2015","1.423","1.423","1.423","1.423","0.57%"
"Apr 20, 2015","1.415","1.423","1.423","1.415","0.57%"
"Apr 19, 2015","1.407","1.407","1.407","1.407","0.00%"
"Apr 17, 2015","1.407","1.415","1.418","1.407","-0.57%"
"Apr 16, 2015","1.415","1.424","1.424","1.415","0.14%"
"Apr 15, 2015","1.413","1.424","1.424","1.413","-2.69%"
"Apr 14, 2015","1.452","1.490","1.490","1.452","-2.55%"
"Apr 13, 2015","1.490","1.490","1.490","1.490","-0.40%"
"Apr 12, 2015","1.496","1.496","1.496","1.496","0.00%"
"Apr 10, 2015","1.496","1.490","1.496","1.485","4.62%"
"Apr 09, 2015","1.430","1.432","1.432","1.430","0.00%"
"Apr 08, 2015","1.430","1.447","1.480","1.430","0.00%"
"Apr 07, 2015","1.430","1.430","1.430","1.430","0.00%"
"Apr 02, 2015","1.430","1.485","1.485","1.414","-3.38%"
"Apr 01, 2015","1.480","1.508","1.508","1.480","-1.46%"
"Mar 31, 2015","1.502","1.469","1.508","1.469","0.33%"
"Mar 30, 2015","1.497","1.480","1.503","1.480","-1.45%"
"Mar 29, 2015","1.519","1.519","1.519","1.519","0.00%"
"Mar 27, 2015","1.519","1.525","1.536","1.519","4.90%"
"Mar 26, 2015","1.448","1.448","1.448","1.415","2.70%"
"Mar 25, 2015","1.410","1.426","1.426","1.410","-3.03%"
"Mar 24, 2015","1.454","1.448","1.454","1.448","-0.75%"
"Mar 23, 2015","1.465","1.481","1.483","1.465","-2.79%"
"Mar 22, 2015","1.507","1.507","1.507","1.507","0.00%"
"Mar 20, 2015","1.507","1.520","1.520","1.498","1.34%"
"Mar 19, 2015","1.487","1.465","1.487","1.454","-8.21%"
"Mar 18, 2015","1.620","1.625","1.625","1.614","-1.34%"
"Mar 17, 2015","1.642","1.653","1.662","1.642","-1.14%"
"Mar 16, 2015","1.661","1.653","1.661","1.642","-0.89%"
"Mar 15, 2015","1.676","1.676","1.676","1.676","0.00%"
"Mar 13, 2015","1.676","1.653","1.676","1.653","0.72%"
"Mar 12, 2015","1.664","1.715","1.715","1.644","1.09%"
"Mar 11, 2015","1.646","1.670","1.670","1.644","-4.02%"
"Mar 10, 2015","1.715","1.729","1.735","1.715","-2.56%"
"Mar 09, 2015","1.760","1.777","1.777","1.760","6.80%"
"Mar 08, 2015","1.648","1.648","1.648","1.648","0.00%"
"Mar 06, 2015","1.648","1.665","1.670","1.648","-1.32%"
"Mar 05, 2015","1.670","1.665","1.681","1.665","-0.65%"
"Mar 04, 2015","1.681","1.659","1.684","1.632","3.38%"
"Mar 03, 2015","1.626","1.637","1.637","1.626","3.30%"
"Mar 02, 2015","1.574","1.560","1.582","1.560","-0.51%"
"Mar 01, 2015","1.582","1.582","1.582","1.582","0.00%"
"Feb 27, 2015","1.582","1.587","1.587","1.582","4.22%"
"Feb 26, 2015","1.518","1.516","1.566","1.513","-2.69%"
"Feb 25, 2015","1.560","1.595","1.595","1.560","-6.64%"
"Feb 24, 2015","1.671","1.656","1.671","1.656","-1.76%"
"Feb 23, 2015","1.701","1.704","1.715","1.693","-0.53%"
"Feb 22, 2015","1.710","1.710","1.710","1.710","0.00%"
"Feb 19, 2015","1.710","1.710","1.710","1.710","0.00%"
"Feb 18, 2015","1.710","1.703","1.721","1.703","7.55%"
"Feb 17, 2015","1.590","1.616","1.616","1.577","-1.73%"
"Feb 16, 2015","1.618","1.632","1.638","1.610","3.32%"
"Feb 15, 2015","1.566","1.566","1.566","1.566","0.00%"
"Feb 13, 2015","1.566","1.539","1.566","1.539","0.26%"
"Feb 12, 2015","1.562","1.572","1.572","1.556","1.03%"
"Feb 11, 2015","1.546","1.556","1.561","1.546","-0.26%"
"Feb 10, 2015","1.550","1.562","1.562","1.550","2.72%"
"Feb 09, 2015","1.509","1.551","1.551","1.442","7.02%"
"Feb 08, 2015","1.410","1.410","1.410","1.410","0.00%"
"Feb 06, 2015","1.410","1.453","1.453","1.410","3.15%"
"Feb 05, 2015","1.367","1.401","1.401","1.362","-2.43%"
"Feb 04, 2015","1.401","1.394","1.437","1.394","7.77%"
"Feb 03, 2015","1.300","1.287","1.300","1.287","-0.69%"
"Feb 02, 2015","1.309","1.309","1.314","1.309","-5.76%"
"Feb 01, 2015","1.389","1.389","1.389","1.389","0.00%"
"Jan 30, 2015","1.389","1.430","1.437","1.389","-2.94%"
"Jan 29, 2015","1.431","1.411","1.431","1.400","-4.79%"
"Jan 28, 2015","1.503","1.486","1.503","1.486","0.74%"
"Jan 27, 2015","1.492","1.486","1.503","1.456","2.47%"
"Jan 26, 2015","1.456","1.476","1.481","1.444","-3.13%"
"Jan 25, 2015","1.503","1.503","1.503","1.503","0.00%"
"Jan 23, 2015","1.503","1.541","1.541","1.503","-3.84%"
"Jan 22, 2015","1.563","1.457","1.563","1.457","7.28%"
"Jan 21, 2015","1.457","1.471","1.471","1.457","-0.68%"
"Jan 20, 2015","1.467","1.476","1.476","1.467","-0.27%"
"Jan 19, 2015","1.471","1.520","1.520","1.471","2.65%"
"Jan 18, 2015","1.433","1.433","1.433","1.433","0.00%"
"Jan 16, 2015","1.433","1.412","1.433","1.412","-8.67%"
"Jan 15, 2015","1.569","1.534","1.590","1.534","1.75%"
"Jan 14, 2015","1.542","1.574","1.575","1.542","-1.15%"
"Jan 13, 2015","1.560","1.596","1.596","1.560","-5.17%"
"Jan 12, 2015","1.645","1.667","1.667","1.645","-4.42%"
"Jan 11, 2015","1.721","1.721","1.721","1.721","0.00%"
"Jan 09, 2015","1.721","1.755","1.755","1.721","-0.75%"
"Jan 08, 2015","1.734","1.739","1.741","1.728","1.64%"
"Jan 07, 2015","1.706","1.689","1.706","1.689","-3.94%"
"Jan 06, 2015","1.776","1.806","1.806","1.775","-5.98%"
"Jan 05, 2015","1.889","1.895","1.895","1.873","-4.40%"
"Jan 04, 2015","1.976","1.976","1.976","1.976","0.00%"
"Jan 02, 2015","1.976","1.963","1.977","1.963","2.92%"
"Jan 01, 2015","1.920","1.920","1.920","1.920","0.00%"
"Dec 31, 2014","1.920","1.918","1.920","1.915","-1.18%"
"Dec 30, 2014","1.943","1.934","1.943","1.931","-0.72%"
"Dec 29, 2014","1.957","1.957","1.957","1.957","0.00%"
"Dec 28, 2014","1.957","1.957","1.957","1.957","0.00%"
"Dec 24, 2014","1.957","1.962","1.962","1.957","3.87%"
"Dec 23, 2014","1.884","1.889","1.889","1.884","0.21%"
"Dec 22, 2014","1.880","1.861","1.880","1.861","-1.78%"
"Dec 21, 2014","1.914","1.914","1.914","1.914","0.00%"
"Dec 19, 2014","1.914","1.889","1.914","1.889","4.70%"
"Dec 18, 2014","1.828","1.828","1.828","1.828","2.70%"
"Dec 17, 2014","1.780","1.762","1.780","1.762","-0.28%"
"Dec 16, 2014","1.785","1.789","1.800","1.767","1.02%"
"Dec 15, 2014","1.767","1.773","1.773","1.762","-3.02%"
"Dec 14, 2014","1.822","1.822","1.822","1.822","0.00%"
"Dec 12, 2014","1.822","1.817","1.839","1.817","1.00%"
"Dec 11, 2014","1.804","1.795","1.806","1.789","-2.01%"
"Dec 10, 2014","1.841","1.856","1.878","1.841","-1.50%"
"Dec 09, 2014","1.869","1.878","1.878","1.869","-3.01%"
"Dec 08, 2014","1.927","1.718","1.928","1.718","5.94%"
"Dec 07, 2014","1.819","1.819","1.819","1.819","0.00%"
"Dec 05, 2014","1.819","1.837","1.837","1.674","-1.03%"
"Dec 04, 2014","1.838","1.838","1.838","1.838","-0.27%"
"Dec 03, 2014","1.843","1.826","1.843","1.826","3.19%"
"Dec 02, 2014","1.786","1.768","1.786","1.768","3.36%"
"Dec 01, 2014","1.728","1.734","1.734","1.728","-2.59%"
"Nov 30, 2014","1.774","1.774","1.774","1.774","0.00%"
"Nov 28, 2014","1.774","1.786","1.786","1.774","-1.28%"
"Nov 27, 2014","1.797","1.797","1.797","1.797","-0.66%"
"Nov 26, 2014","1.809","1.814","1.814","1.809","-2.48%"
"Nov 25, 2014","1.855","1.849","1.855","1.849","-0.59%"
"Nov 24, 2014","1.866","1.913","1.913","1.866","-2.46%"
"Nov 23, 2014","1.913","1.913","1.913","1.913","0.00%"
"Nov 22, 2014","1.913","1.913","1.913","1.913","0.00%"
"Nov 21, 2014","1.913","1.913","1.913","1.913","0.00%"
"Nov 20, 2014","1.913","1.919","1.919","1.913","1.22%"
"Nov 19, 2014","1.890","1.884","1.890","1.884","-0.26%"
"Nov 18, 2014","1.895","1.901","1.901","1.895","1.23%"
"Nov 17, 2014","1.872","1.867","1.872","1.857","-2.14%"
"Nov 16, 2014","1.913","1.913","1.913","1.913","0.00%"
"Nov 14, 2014","1.913","1.936","1.936","1.901","-1.19%"
"Nov 13, 2014","1.936","1.936","1.936","1.930","0.31%"
"Nov 12, 2014","1.930","1.930","1.930","1.928","0.10%"
"Nov 11, 2014","1.928","1.913","1.928","1.913","3.60%"
"Nov 10, 2014","1.861","1.861","1.861","1.861","-3.27%"
"Nov 09, 2014","1.924","1.924","1.924","1.924","0.00%"
"Nov 07, 2014","1.924","1.924","1.924","1.924","0.58%"
"Nov 06, 2014","1.913","1.896","1.913","1.896","0.90%"
"Nov 05, 2014","1.896","1.901","1.901","1.896","-0.26%"
"Nov 04, 2014","1.901","1.907","1.907","1.901","0.48%"
"Nov 03, 2014","1.892","1.913","1.913","1.892","-1.10%"
"Nov 02, 2014","1.913","1.913","1.913","1.913","0.00%"
"Oct 31, 2014","1.913","1.884","1.913","1.884","0.26%"
"Oct 30, 2014","1.908","1.898","1.908","1.898","2.36%"
"Oct 29, 2014","1.864","1.884","1.890","1.864","0.43%"
"Oct 28, 2014","1.856","1.839","1.861","1.839","-0.80%"
"Oct 27, 2014","1.871","1.873","1.873","1.865","1.68%"
"Oct 26, 2014","1.840","1.840","1.840","1.840","0.00%"
"Oct 24, 2014","1.840","1.833","1.850","1.808","1.83%"
"Oct 23, 2014","1.807","1.793","1.827","1.793","1.12%"
"Oct 22, 2014","1.787","1.810","1.810","1.776","1.94%"
"Oct 21, 2014","1.753","1.776","1.816","1.742","-4.05%"
"Oct 20, 2014","1.827","1.799","1.856","1.765","3.22%"
"Oct 19, 2014","1.770","1.770","1.770","1.770","0.00%"
"Oct 17, 2014","1.770","1.844","1.844","1.765","3.57%"
"Oct 16, 2014","1.709","1.691","1.709","1.691","-4.42%"
"Oct 15, 2014","1.788","1.810","1.810","1.754","-1.27%"
"Oct 14, 2014","1.811","1.833","1.833","1.793","-1.52%"
"Oct 13, 2014","1.839","1.828","1.839","1.828","-2.70%"
"Oct 12, 2014","1.890","1.890","1.890","1.890","0.00%"
"Oct 10, 2014","1.890","1.870","1.890","1.862","1.50%"
"Oct 09, 2014","1.862","1.879","1.885","1.856","-2.67%"
"Oct 08, 2014","1.913","1.919","1.964","1.902","-2.60%"
"Oct 07, 2014","1.964","1.988","1.994","1.948","-2.09%"
"Oct 06, 2014","2.006","2.017","2.025","2.006","0.60%"
"Oct 05, 2014","1.994","1.994","1.994","1.994","0.00%"
"Oct 03, 2014","1.994","1.988","2.000","1.988","-2.64%"
"Oct 02, 2014","2.048","2.048","2.048","2.048","0.00%"
"Sep 30, 2014","2.048","2.029","2.052","2.029","-1.59%"
"Sep 29, 2014","2.081","2.075","2.087","2.069","2.56%"
"Sep 28, 2014","2.029","2.029","2.029","2.029","0.00%"
"Sep 27, 2014","2.029","2.029","2.029","2.029","0.00%"
"Sep 26, 2014","2.029","2.029","2.040","2.029","-2.59%"
"Sep 25, 2014","2.083","2.092","2.092","2.075","1.26%"
"Sep 24, 2014","2.057","2.042","2.057","2.042","-0.29%"
"Sep 23, 2014","2.063","2.075","2.086","2.063","-1.76%"
"Sep 22, 2014","2.100","2.104","2.104","2.092","-3.67%"
"Sep 21, 2014","2.180","2.180","2.180","2.180","0.00%"
"Sep 19, 2014","2.180","2.174","2.191","2.174","1.11%"
"Sep 18, 2014","2.156","2.156","2.174","2.156","1.65%"
