Date,nt_sq_price_value,kl_sq_price_value,hk_sq_price_value
2015-02-08 00:00:00,7095.397447495963,9415.238543307085,11153.083435897435
2015-02-15 00:00:00,7197.696203703703,9454.83385245901,11048.837722772272
2015-02-22 00:00:00,7119.094340101527,9321.148176795577,11079.919999999998
2015-03-01 00:00:00,7208.355063985375,9089.110860655734,11565.649636363632
2015-03-08 00:00:00,7180.942161687172,9204.625499999998,11066.254065420566
2015-03-15 00:00:00,7161.546751592353,9152.419690721657,11665.576174863385
2015-03-22 00:00:00,6817.4348456790085,9550.84822580645,10452.804672897193
2015-03-29 00:00:00,7096.154033333333,9913.411826086955,10742.347155172418
2015-04-05 00:00:00,7264.021111111115,9445.236386554621,10934.70379310345
2015-04-12 00:00:00,7250.236487804877,9478.929876543214,10743.369054054056
2015-04-19 00:00:00,7348.570646067415,10354.612078651684,11063.628807947018
2015-04-26 00:00:00,7330.170131233592,10573.86398876405,11622.697006802726
2015-05-03 00:00:00,7047.98842622951,9463.824910714286,11857.55756521739
2015-05-10 00:00:00,7369.331572481573,9520.5238961039,11281.546095890406
2015-05-17 00:00:00,7340.088,9710.633818181826,12507.52704402515
2015-05-24 00:00:00,7385.999409190371,9618.151016949148,11664.805219780219
2015-05-31 00:00:00,7413.369033149168,9184.391428571427,11172.13808
2015-06-07 00:00:00,7304.476778947369,10175.230414746553,11427.266499999996
2015-06-14 00:00:00,7588.435690721659,9751.710213903738,11524.635783132524
2015-06-21 00:00:00,7615.926781857453,9976.499230769228,11935.05689440994
