Date,neg,neutral,pos
2011-04-03,0.5201914423415299,0.8834190940149415,0.47980855765846997
2011-04-10,0.11403224979008965,0.8536061157443809,0.8859677502099104
2011-04-17,0.3095150603986229,0.8620399308494577,0.6904849396013771
2011-04-24,0.4108248353903685,0.8961797108956572,0.5891751646096315
2011-05-01,0.09373537779552832,0.8429541324791634,0.9062646222044716
2011-05-08,0.3877643130685221,0.921908133934886,0.612235686931478
2011-05-15,0.2162028570963737,0.8649190626140092,0.7837971429036262
2011-05-22,0.2410758151868523,0.8557039381753121,0.7589241848131477
2011-05-29,0.3470862366802383,0.78960156230277,0.6529137633197617
2011-06-05,0.1402078851136347,0.8219038264258566,0.8597921148863653
2011-06-12,0.4865175650581086,0.8821958228436607,0.5134824349418914
2011-06-19,0.19312609242785064,0.8897276882535466,0.8068739075721494
2011-06-26,0.3868190042793781,0.8545949109345399,0.6131809957206219
2011-07-03,0.3399330711278949,0.8782407214444131,0.6600669288721049
2011-07-10,0.3616278131674826,0.8078492658908791,0.6383721868325174
2011-07-17,0.4620528482046656,0.9180853322690532,0.5379471517953344
2011-07-24,0.8223268832908642,0.8241049350853159,0.17767311670913574
2011-07-31,0.6009831120776645,0.9121034093004066,0.3990168879223354
2011-08-07,0.3080202494587257,0.8739387817338994,0.6919797505412743
2011-08-14,0.1983383602708142,0.9234172358101622,0.8016616397291858
2011-08-21,0.50937183154239,0.8530047360543652,0.4906281684576101
2011-08-28,0.5421434455026554,0.8420462495150988,0.4578565544973446
2011-09-04,0.6219830172993315,0.8597558757198925,0.3780169827006685
2011-09-11,0.4156433347691104,0.8634353685711741,0.5843566652308896
2011-09-18,0.20998480552487545,0.8771644944108621,0.7900151944751246
2011-09-25,0.7325137305687908,0.8738635346852869,0.2674862694312092
2011-10-02,0.27629637305048704,0.8879989784778012,0.723703626949513
2011-10-09,0.3696742542272311,0.8738470798116676,0.6303257457727689
2011-10-16,0.2261848272849428,0.8749241042459409,0.7738151727150572
2011-10-23,0.3132021386572785,0.8682498332390436,0.6867978613427215
2011-10-30,0.1220733089003474,0.6397573576614747,0.8779266910996526
2011-11-06,0.18038548913137584,0.8757162021880327,0.8196145108686241
2011-11-13,0.2193545414509913,0.8459530296633754,0.7806454585490087
2011-11-20,0.3349963848065928,0.8396990662035627,0.6650036151934072
2011-11-27,0.4419813970828164,0.8548006675657064,0.5580186029171836
2011-12-04,0.33707628585893445,0.9018417858274642,0.6629237141410655
2011-12-11,0.4597750646762295,0.8527005963647124,0.5402249353237705
2011-12-18,0.4562085626658859,0.8753804633519984,0.5437914373341141
2011-12-25,0.3704714818695615,0.8850088106484999,0.6295285181304385
2012-01-01,0.3928117271975138,0.9006089269503054,0.6071882728024862
2012-01-08,0.3607070780217202,0.9273701398723656,0.6392929219782798
2012-01-15,0.3894983581883371,0.8562868385992219,0.6105016418116629
2012-01-22,0.20138770564700287,0.8421461871348578,0.7986122943529971
2012-01-29,0.40026956124980506,0.9130454731516316,0.5997304387501949
2012-02-05,0.34361650369017593,0.8912231468127318,0.6563834963098241
2012-02-12,0.4489117133243583,0.8716750840076973,0.5510882866756417
2012-02-19,0.3483972298571074,0.8436754162526987,0.6516027701428926
2012-02-26,0.3274742316652237,0.8793474046134078,0.6725257683347763
2012-03-04,0.3041588584437305,0.8741112317946024,0.6958411415562695
2012-03-11,0.4708614966912623,0.8551713857514006,0.5291385033087377
2012-03-18,0.2878381896162825,0.8758191804558094,0.7121618103837175
2012-03-25,0.1162632455317728,0.8376122508206268,0.8837367544682272
2012-04-01,0.5071461697524549,0.8805402198638793,0.4928538302475452
2012-04-08,0.5829669798939292,0.8422633621052812,0.4170330201060708
2012-04-15,0.3917166356934906,0.8178368163577244,0.6082833643065094
2012-04-22,0.31215705902192004,0.8123739147399012,0.6878429409780799
2012-04-29,0.17930154232449969,0.8991252804511592,0.8206984576755003
2012-05-06,0.27368672969276475,0.8999306813257352,0.7263132703072352
2012-05-13,0.7320065443723505,0.5627963286339746,0.26799345562764953
2012-05-20,0.3431438719033795,0.8409114018573115,0.6568561280966205
2012-05-27,0.5356997745720273,0.8533470507388525,0.4643002254279727
2012-06-03,0.3860337188335464,0.8409673659673439,0.6139662811664536
2012-06-10,0.1883840879183941,0.8451331490802781,0.8116159120816059
2012-06-17,0.2435744198806684,0.8536835445188314,0.7564255801193316
2012-06-24,0.5657218903688163,0.8675298438932068,0.4342781096311837
2012-07-01,0.2441971048131957,0.8888743715831656,0.7558028951868043
2012-07-08,0.5772302692084913,0.8533356523697321,0.4227697307915087
2012-07-15,0.13058150089678056,0.8713251136895345,0.8694184991032194
2012-07-22,0.5545957399371133,0.8802344658630199,0.4454042600628867
2012-07-29,0.3546817104558748,0.9002455931854773,0.6453182895441252
2012-08-05,0.4827034544980272,0.9155833333333326,0.5172965455019728
2012-08-12,0.3199819380449173,0.8611686707301249,0.6800180619550827
2012-08-19,0.5533277663542048,0.9070537905283668,0.4466722336457952
2012-08-26,0.6675712514707438,0.8678905942497842,0.3324287485292562
2012-09-02,0.35952706650826594,0.8496992332286437,0.6404729334917341
2012-09-09,0.6030106641112352,0.8702153109618749,0.3969893358887649
2012-09-16,0.5678873985385483,0.887220450103967,0.4321126014614517
2012-09-23,0.46223298691681197,0.8965843815256163,0.537767013083188
2012-09-30,0.43642241496432144,0.8870466060184473,0.5635775850356786
2012-10-07,0.4339535126118651,0.8945343478069026,0.5660464873881349
2012-10-14,0.5857512812189289,0.8759720662885709,0.41424871878107095
2012-10-21,0.3767449499722472,0.8991971684474588,0.6232550500277528
2012-10-28,0.23517864810610506,0.8889300408991664,0.764821351893895
2012-11-04,0.2201005922258328,0.852610830522341,0.7798994077741672
2012-11-11,0.16640373609900494,0.8492215634594634,0.8335962639009951
2012-11-18,0.6317249465334421,0.8665180143650072,0.36827505346655787
2012-11-25,0.4244570884329776,0.9048195340640004,0.5755429115670224
2012-12-02,0.33312199625605465,0.8906437389770664,0.6668780037439453
2012-12-09,0.3607684349448772,0.8776350545913928,0.6392315650551228
2012-12-16,0.37819767663279497,0.8813319461122507,0.621802323367205
2012-12-23,0.5770810818942936,0.8938011040612605,0.4229189181057064
2012-12-30,0.5072038466225839,0.8890413223140321,0.4927961533774161
2013-01-06,0.3880682186344064,0.8815365190187171,0.6119317813655936
2013-01-13,0.4798922578253138,0.8702340040775195,0.5201077421746862
2013-01-20,0.4663391367216842,0.8951583694081672,0.5336608632783157
2013-01-27,0.5886033675223337,0.905334473401302,0.4113966324776664
2013-02-03,0.3035796831855422,0.9062959845367252,0.6964203168144578
2013-02-10,0.5160962604234395,0.8535307321581809,0.4839037395765605
2013-02-17,0.3798890613030015,0.8704317433977907,0.6201109386969985
2013-02-24,0.19304975517270265,0.8871056719439885,0.8069502448272974
2013-03-03,0.3217623482603447,0.8629134199134129,0.6782376517396553
2013-03-10,0.2489302859656387,0.8810091657313658,0.7510697140343613
2013-03-17,0.37549152392267104,0.8811728558667182,0.624508476077329
2013-03-24,0.37608444586445855,0.8595515151502381,0.6239155541355415
2013-03-31,0.41940784459710345,0.8847662060162061,0.5805921554028965
2013-04-07,0.11307028099394326,0.8786648301192542,0.8869297190060568
2013-04-14,0.5806246149792478,0.8778942198287777,0.4193753850207522
2013-04-21,0.43206841114142025,0.8692511655011642,0.5679315888585798
2013-04-28,0.38366772483230105,0.8802500789904896,0.6163322751676991
2013-05-05,0.3225001030608749,0.9125831703412294,0.677499896939125
2013-05-12,0.17593537045953656,0.8782529969430649,0.8240646295404634
2013-05-19,0.3537800781506967,0.8921436587634933,0.6462199218493033
2013-05-26,0.5281192820336915,0.8761744931568259,0.4718807179663084
2013-06-02,0.6361505934030427,0.8955040601707814,0.3638494065969573
2013-06-09,0.35772584077801617,0.8900306229717992,0.6422741592219838
2013-06-16,0.6309279969653172,0.8958418601600421,0.3690720030346829
2013-06-23,0.5234781813528673,0.8806848244348244,0.4765218186471327
2013-06-30,0.16017184033996554,0.8889811577310477,0.8398281596600344
2013-07-07,0.3685649563042149,0.8676398116841195,0.6314350436957851
2013-07-14,0.5375389293884937,0.8549300699300203,0.4624610706115063
2013-07-21,0.4835238887307991,0.8788154771731369,0.5164761112692009
2013-07-28,0.5563022961540067,0.8527350221785067,0.4436977038459933
2013-08-04,0.5853423363830116,0.8732842025699169,0.4146576636169884
2013-08-11,0.30084874752091484,0.8794598653604765,0.6991512524790852
2013-08-18,0.6062793588899414,0.8854382167364331,0.39372064111005856
2013-08-25,0.4919015181850229,0.868808080808077,0.5080984818149771
2013-09-01,0.40053365266132457,0.8745283292676721,0.5994663473386754
2013-09-08,0.1376663209528235,0.8899390075619505,0.8623336790471765
2013-09-15,0.5500554914621308,0.8943023639392012,0.4499445085378692
2013-09-22,0.2986071012416439,0.9173966678276999,0.7013928987583561
2013-09-29,0.3726065468495873,0.9053337316618568,0.6273934531504127
2013-10-06,0.4540070758508755,0.8969567929102983,0.5459929241491245
2013-10-13,0.38070431113610426,0.9051330295235136,0.6192956888638957
2013-10-20,0.2623628076590925,0.8643455228981541,0.7376371923409075
2013-10-27,0.4595617933524414,0.9029588797915964,0.5404382066475586
2013-11-03,0.3180833544227537,0.8863473533145662,0.6819166455772463
2013-11-10,0.32257323329593324,0.8620447236006603,0.6774267667040668
2013-11-17,0.5023010270529611,0.913187495564544,0.4976989729470389
2013-11-24,0.4249859284319684,0.9138519339665268,0.5750140715680316
2013-12-01,0.3874818906547797,0.9376512846354108,0.6125181093452203
2013-12-08,0.2539511706478429,0.9077946127769226,0.7460488293521571
2013-12-15,0.5620638053361453,0.8798466888531712,0.4379361946638548
2013-12-22,0.2756138897678815,0.9019498010406836,0.7243861102321185
2013-12-29,0.23482083766853634,0.915825786601414,0.7651791623314637
2014-01-05,0.17767795742919254,0.8711709830130868,0.8223220425708074
2014-01-12,0.22483605325614164,0.8964562289562289,0.7751639467438584
2014-01-19,0.1734968848933114,0.8724691974686394,0.8265031151066886
2014-01-26,0.5389771436498794,0.9050441193540972,0.4610228563501206
2014-02-02,0.4056177089622306,0.8874692874692874,0.5943822910377694
2014-02-09,0.5637473250582224,0.8817326339750341,0.4362526749417776
2014-02-16,0.5756390322561572,0.8965960831553922,0.4243609677438428
2014-02-23,0.2744191560246583,0.9107230349471008,0.7255808439753417
2014-03-02,0.4353422029547807,0.8900704310150876,0.5646577970452193
2014-03-09,0.13697388175998615,0.9089066768311737,0.8630261182400139
2014-03-16,0.4926770676864686,0.8965901452481874,0.5073229323135314
2014-03-23,0.2787962993408374,0.8906474432335091,0.7212037006591626
2014-03-30,0.26404360209732425,0.8978447596532271,0.7359563979026758
2014-04-06,0.4712542542479374,0.8873776645295619,0.5287457457520626
2014-04-13,0.4473376306544188,0.9005412949074918,0.5526623693455812
2014-04-20,0.47217244349569104,0.8906904361071027,0.5278275565043089
2014-04-27,0.40170637437684986,0.8755862720774839,0.5982936256231501
2014-05-04,0.5533392350825679,0.8999691358024112,0.4466607649174321
2014-05-11,0.7074325801429616,0.8904772899037695,0.2925674198570384
2014-05-18,0.32454252327486305,0.8861828060126649,0.6754574767251371
2014-05-25,0.39852821475872136,0.8828471220137888,0.6014717852412786
2014-06-01,0.4719354091157321,0.8782349647890486,0.5280645908842679
2014-06-08,0.4419216394973932,0.8820956713683249,0.5580783605026068
2014-06-15,0.1596694753036758,0.8887635975132241,0.8403305246963242
2014-06-22,0.5352558552651906,0.8949273989898897,0.4647441447348094
2014-06-29,0.24496321377562125,0.8811458909239592,0.7550367862243788
2014-07-06,0.4120677020643049,0.8899466964012417,0.5879322979356951
2014-07-13,0.33299781622990954,0.8864894225271582,0.6670021837700905
2014-07-20,0.29701081664897666,0.8872697737610005,0.7029891833510233
2014-07-27,0.5309133115086639,0.8923382372842236,0.4690866884913361
2014-08-03,0.3875415282678303,0.8667851763246479,0.6124584717321697
2014-08-10,0.2760487388702105,0.9085710041592177,0.7239512611297895
2014-08-17,0.5218454291621781,0.8884203569746973,0.4781545708378218
2014-08-24,0.3405200205637101,0.8929123691274752,0.65947997943629
2014-08-31,0.21219537795172386,0.8873648057640269,0.7878046220482762
2014-09-07,0.3272287838652053,0.8875768185989954,0.6727712161347947
2014-09-14,0.5927208184283889,0.8589755980092012,0.4072791815716112
2014-09-21,0.3621108403841666,0.8881722403651781,0.6378891596158334
2014-09-28,0.4678697329027803,0.9064464315283942,0.5321302670972197
2014-10-05,0.3980578764582337,0.9090050006818168,0.6019421235417663
2014-10-12,0.7237383239450228,0.8420955587596078,0.2762616760549772
2014-10-19,0.2671686723824013,0.8494264680516751,0.7328313276175987
2014-10-26,0.6265165079903867,0.8937414266117969,0.3734834920096133
2014-11-02,0.3489255379172005,0.8814044398790161,0.6510744620827995
2014-11-09,0.3621312745348729,0.8555926719926129,0.6378687254651271
2014-11-16,0.5538508871559986,0.9215121136080686,0.4461491128440014
2014-11-23,0.2559781043419043,0.8805466404604335,0.7440218956580957
2014-11-30,0.2793702683709024,0.8829727272726827,0.7206297316290976
2014-12-07,0.461108245100169,0.8907704024370691,0.538891754899831
2014-12-14,0.26584219633870143,0.8868629320414702,0.7341578036612986
2014-12-21,0.1857551105280332,0.8893684660011191,0.8142448894719668
2014-12-28,0.4330932246377126,0.8912637764811677,0.5669067753622874
2015-01-04,0.3291389265442633,0.8681893091729092,0.6708610734557366
2015-01-11,0.6643972190840832,0.8839960208020944,0.33560278091591683
2015-01-18,0.5013212124917354,0.8575082530563708,0.4986787875082646
2015-01-25,0.4276932558701367,0.8844696969696884,0.5723067441298633
2015-02-01,0.5373978092123147,0.885561240106532,0.4626021907876853
2015-02-08,0.4541865885000781,0.8739385379215733,0.5458134114999219
2015-02-15,0.3282506701068839,0.8862263508096841,0.6717493298931161
2015-02-22,0.32961597633628514,0.8820842953342952,0.6703840236637149
2015-03-01,0.19052422898115906,0.8718063754427389,0.8094757710188409
2015-03-08,0.3661210030499577,0.8640038806112594,0.6338789969500424
2015-03-15,0.4979851747209734,0.9121179230244474,0.5020148252790266
2015-03-22,0.6002599533895394,0.8784469003216753,0.3997400466104606
2015-03-29,0.29406868716695,0.8507384814085377,0.70593131283305
2015-04-05,0.16052816563140682,0.8954904436521796,0.8394718343685932
2015-04-12,0.2886528061137744,0.8683099528732853,0.7113471938862256
2015-04-19,0.29604658295953057,0.8620084492725913,0.7039534170404694
2015-04-26,0.5323601117664603,0.8988822628331016,0.4676398882335397
2015-05-03,0.2493703675423489,0.8804545454545455,0.7506296324576511
2015-05-10,0.17153395229590065,0.8806856155410863,0.8284660477040994
2015-05-17,0.14076329031574294,0.8782202774655468,0.859236709684257
2015-05-24,0.39130790881115696,0.8887184009406108,0.608692091188843
2015-05-31,0.2573590327559643,0.8942864687962703,0.7426409672440357
2015-06-07,0.5886915694399879,0.906213675211137,0.4113084305600121
2015-06-14,0.31688080151307896,0.8830939604376296,0.683119198486921
2015-06-21,0.4100935376602739,0.8678368653858849,0.5899064623397261
2015-06-28,0.20669715222225515,0.8933666747409766,0.7933028477777448
2015-07-05,0.6813079669880309,0.8878763452982169,0.31869203301196913
2015-07-12,0.3170982634599031,0.8488053865047028,0.6829017365400969
2015-07-19,0.27965755534300496,0.8759622367465498,0.7203424446569949
2015-07-26,0.3952559227088821,0.8644534522715971,0.6047440772911179
2015-08-02,0.5250505804655003,0.8975562809902105,0.4749494195344997
2015-08-09,0.17245157944374268,0.8927681992327421,0.8275484205562573
2015-08-16,0.5543537130870998,0.890954444946979,0.4456462869129002
2015-08-23,0.4673090779657108,0.8832520832517038,0.5326909220342892
2015-08-30,0.543514136158673,0.8530481481481482,0.4564858638413271
2015-09-06,0.4906579383751534,0.8492171717171718,0.5093420616248466
2015-09-13,0.5156282633368756,0.8733766767977867,0.4843717366631244
2015-09-20,0.4493874919847022,0.8779733211572024,0.5506125080152978
2015-09-27,0.2487378604362205,0.8852325226925815,0.7512621395637795
2015-10-04,0.5275023008340851,0.8572637292455489,0.4724976991659149
2015-10-11,0.5094689662658302,0.8790755846542667,0.4905310337341698
2015-10-18,0.33421563982065383,0.8857694914513051,0.6657843601793462
2015-10-25,0.3665230503080017,0.8679353053206312,0.6334769496919983
2015-11-01,0.5612897725733539,0.8903601713778779,0.4387102274266461
2015-11-08,0.5946075666717028,0.8695973120379498,0.4053924333282973
2015-11-15,0.3338167343751727,0.8707378012933568,0.6661832656248273
2015-11-22,0.7301539417732072,0.8590059849076223,0.2698460582267927
2015-11-29,0.13334642019380982,0.8945619719204617,0.8666535798061902
2015-12-06,0.5720779186758955,0.8988388347500503,0.4279220813241045
2015-12-13,0.22778447654507186,0.8844508918976922,0.7722155234549282
2015-12-20,0.12152402470216715,0.8987335475971837,0.8784759752978328
2015-12-27,0.5617955410430151,0.8742727015048091,0.43820445895698495
2016-01-03,0.4867729986350536,0.8916313431666442,0.5132270013649464
2016-01-10,0.4558052738619973,0.8734317767632205,0.5441947261380027
2016-01-17,0.4347226604837262,0.9031029996939088,0.5652773395162738
2016-01-24,0.3299409879705102,0.9002978502975242,0.6700590120294898
2016-01-31,0.25266576179688216,0.8838439078281359,0.7473342382031178
2016-02-07,0.5518728129869422,0.8620383481059578,0.44812718701305776
2016-02-14,0.4335597178027143,0.887847997072407,0.5664402821972857
2016-02-21,0.6065408637700804,0.8635101010101011,0.3934591362299196
2016-02-28,0.37910111319652495,0.8902917149638457,0.6208988868034749
2016-03-06,0.4670354869803061,0.8751352811677302,0.5329645130196939
2016-03-13,0.5531822317962655,0.8602644087938206,0.4468177682037345
2016-03-20,0.5111582502012754,0.8535335998877663,0.4888417497987246
2016-03-27,0.4848154720240663,0.8798331802877256,0.5151845279759337
2016-04-03,0.4922910481525234,0.8840783496338829,0.5077089518474767
2016-04-10,0.3568727050830033,0.8532900820682139,0.6431272949169967
2016-04-17,0.17158437562144735,0.8694709702062644,0.8284156243785527
2016-04-24,0.5822405719284339,0.8837503536768154,0.4177594280715659
2016-05-01,0.4125753093282871,0.8920532391585024,0.5874246906717129
2016-05-08,0.4384577527117437,0.8817644032921805,0.5615422472882563
2016-05-15,0.41949289888625696,0.8680673926473558,0.5805071011137429
2016-05-22,0.6061727060297483,0.8912970177965909,0.3938272939702517
2016-05-29,0.33152229517529874,0.8556839765172991,0.6684777048247013
2016-06-05,0.4761440525703266,0.8742501545944309,0.5238559474296733
2016-06-12,0.6350304462281811,0.8768153143153138,0.3649695537718189
2016-06-19,0.2496100089135921,0.8751704497736151,0.7503899910864079
2016-06-26,0.41701406783589146,0.8904252669001633,0.5829859321641085
2016-07-03,0.4919085366606062,0.8325925925925889,0.5080914633393938
2016-07-10,0.3997479327658384,0.8872367744783675,0.6002520672341616
2016-07-17,0.5250130606281085,0.8515300059417706,0.4749869393718916
2016-07-24,0.399183105556614,0.8500579771899885,0.6008168944433859
2016-07-31,0.5322800273227677,0.8812356902285705,0.4677199726772324
2016-08-07,0.5205297895759882,0.8692388629888255,0.4794702104240118
2016-08-14,0.3812325935875269,0.8791720779220779,0.6187674064124731
2016-08-21,0.3115722556678148,0.8632262606220941,0.6884277443321852
2016-08-28,0.18737953807922247,0.8715979118706206,0.8126204619207775
2016-09-04,0.4524867886091679,0.8734965243836212,0.5475132113908321
2016-09-11,0.29558925665813063,0.8645773717795621,0.7044107433418694
2016-09-18,0.5353376062229199,0.8529024285340533,0.46466239377708
2016-09-25,0.3732412259492901,0.8769739057239058,0.6267587740507099
2016-10-02,0.4492258819179591,0.8730991341687342,0.5507741180820409
2016-10-09,0.6101283738776065,0.8715500872462792,0.3898716261223935
2016-10-16,0.5323530800695953,0.8906993200294085,0.4676469199304048
2016-10-23,0.5394508858082476,0.871348630500817,0.4605491141917524
2016-10-30,0.5063738431865924,0.8789657134727538,0.4936261568134076
2016-11-06,0.3551106990401807,0.8770719707160385,0.6448893009598193
2016-11-13,0.3930868289732672,0.8973709481401789,0.6069131710267328
2016-11-20,0.5016393657819793,0.8959304241711591,0.4983606342180208
2016-11-27,0.36610068550396935,0.8834697910784864,0.6338993144960307
2016-12-04,0.40136793089969536,0.8786588861588859,0.5986320691003046
2016-12-11,0.37856256112653097,0.8594191919188177,0.621437438873469
2016-12-18,0.4398995925724941,0.8732612584171838,0.5601004074275059
2016-12-25,0.4089361637413119,0.8975793087121154,0.5910638362586881
2017-01-01,0.16810219448798935,0.8585858585858586,0.8318978055120106
2017-01-08,0.4552559466407338,0.8767686868686869,0.5447440533592662
2017-01-15,0.3990312768948117,0.8771728011161888,0.6009687231051883
2017-01-22,0.4129840854361096,0.8706540513299466,0.5870159145638905
2017-01-29,0.3057890378097282,0.867112359202476,0.6942109621902718
2017-02-05,0.5304468699625511,0.8658538510078223,0.4695531300374489
2017-02-12,0.4563888997406574,0.8468825940558865,0.5436111002593426
2017-02-19,0.14181963209997972,0.8960076958635353,0.8581803679000203
2017-02-26,0.3862690905843512,0.8690287490287097,0.6137309094156488
2017-03-05,0.1275415858262383,0.863427786001488,0.8724584141737617
2017-03-12,0.20246240868984666,0.8877112794520681,0.7975375913101533
2017-03-19,0.4072586470936548,0.8747510330750204,0.5927413529063452
2017-03-26,0.2496496379840183,0.8555670780297646,0.7503503620159817
2017-04-02,0.5984302692305083,0.8858789039809202,0.4015697307694917
2017-04-09,0.19989393602411887,0.8868216477460971,0.800106063975881
2017-04-16,0.6545484716268712,0.8601069286616104,0.3454515283731287
2017-04-23,0.34730630924826056,0.8676804152612884,0.6526936907517394
2017-04-30,0.4523431200505687,0.8639318016768596,0.5476568799494314
